,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2009-1-19,55.84%,NULL,92.35%,88.08%,40.92%,82.46%,NULL,99.06%,NULL,78.77%,98.43%,61.98%,NULL,NULL,72.72%,76.62%,100%,86.85%,84.37%,79.87%,82.64%,92.03%,69.9%,NULL,86.54%,36.16%
2009-1-20,55.22%,NULL,91.85%,88.83%,39.98%,82.31%,NULL,98.44%,NULL,78.55%,97.59%,61.39%,NULL,NULL,75.61%,76.32%,100%,86.51%,83.97%,79.47%,81.11%,92.25%,69.5%,NULL,86.44%,35.88%
2009-1-21,54.67%,NULL,91.31%,88.83%,39.42%,82.19%,NULL,97.72%,NULL,78.33%,96.71%,60.84%,NULL,100%,79.19%,76.07%,100%,81.28%,83.61%,79.31%,81.11%,91.71%,68.7%,NULL,85.99%,35.88%
2009-1-22,54.12%,NULL,90.85%,88.61%,38.73%,81.86%,NULL,97.28%,NULL,78.05%,95.91%,60.3%,NULL,NULL,79.79%,75.82%,100%,85.41%,83.16%,79.16%,79.35%,91.71%,68.3%,NULL,85.58%,35.65%
2009-1-23,53.66%,NULL,90.31%,88.28%,37.87%,81.44%,NULL,96.5%,NULL,77.88%,95.07%,59.72%,NULL,NULL,80.19%,75.49%,100%,85.03%,82.75%,78.68%,79.98%,91.5%,67.9%,NULL,85.24%,35.82%
2009-1-24,53.27%,NULL,89.82%,87.93%,37.16%,81.03%,NULL,95.94%,NULL,77.62%,94.2%,59.18%,NULL,NULL,80.48%,75.2%,100%,80.08%,82.47%,78.21%,86.17%,91.4%,67.9%,NULL,84.84%,36.05%
2009-1-25,52.88%,NULL,89.33%,87.71%,37.03%,80.54%,NULL,95.83%,NULL,77.56%,93.34%,58.68%,NULL,NULL,80.98%,74.91%,100%,84.35%,82.2%,77.42%,88.36%,91.4%,66.97%,NULL,84.4%,36.78%
2009-1-26,52.57%,NULL,88.96%,87.71%,36.88%,80.09%,NULL,96.31%,NULL,77.45%,92.51%,58.1%,NULL,NULL,81.48%,74.66%,100%,79.38%,81.79%,76.72%,89.25%,91.29%,66.43%,NULL,84%,38.3%
2009-1-27,52.34%,NULL,88.56%,87.93%,37.31%,79.79%,NULL,97.56%,NULL,77.23%,91.68%,57.69%,NULL,NULL,81.97%,74.41%,100%,83.71%,81.52%,75.93%,98.71%,91.29%,66.43%,NULL,83.56%,39.19%
2009-1-28,52.03%,NULL,88.15%,88.28%,37.87%,79.5%,NULL,99%,NULL,77.13%,90.83%,57.23%,NULL,NULL,82.57%,74.17%,100%,83.56%,81.49%,75.07%,100%,91.29%,65.36%,NULL,83.16%,39.91%
2009-1-29,51.72%,NULL,87.75%,88.61%,38.71%,79.19%,NULL,99.78%,NULL,77.02%,89.97%,56.73%,NULL,NULL,83.16%,73.92%,100%,83.27%,81.52%,74.45%,98.92%,91.18%,64.83%,NULL,82.72%,40.08%
2009-1-30,51.49%,NULL,87.3%,88.83%,39.85%,78.7%,NULL,99.67%,NULL,76.92%,89.12%,56.2%,NULL,NULL,83.76%,73.63%,100%,83.01%,81.37%,73.75%,98.26%,90.86%,64.33%,NULL,82.32%,40.8%
2009-1-31,51.26%,NULL,86.85%,89.04%,40.97%,78.17%,NULL,99.33%,NULL,76.81%,88.37%,55.7%,NULL,NULL,84.25%,73.34%,100%,82.78%,81.19%,72.05%,97.6%,90.86%,63.97%,NULL,81.89%,41.04%
2009-2-1,50.96%,NULL,86.53%,89.26%,42.24%,77.49%,NULL,99.72%,NULL,76.71%,88.18%,55.16%,NULL,NULL,83.36%,73.06%,100%,82.45%,80.89%,72.29%,95.18%,90.77%,63.37%,NULL,81.43%,42.41%
2009-2-2,50.73%,NULL,86.08%,89.48%,43.59%,76.81%,NULL,100%,NULL,76.61%,87.34%,54.62%,NULL,NULL,81.07%,72.73%,100%,81.86%,80.54%,71.52%,93.65%,100%,62.88%,NULL,81.1%,41.28%
2009-2-3,50.42%,NULL,85.64%,89.04%,45.14%,76.14%,NULL,100%,NULL,76.39%,86.46%,54%,NULL,NULL,81.67%,72.48%,100%,81.23%,80.1%,70.75%,91.23%,90.65%,62.4%,NULL,80.64%,41.76%
2009-2-4,50.19%,NULL,85.16%,88.61%,46.45%,75.44%,NULL,100%,NULL,76.29%,85.6%,53.38%,NULL,NULL,82.27%,72.16%,100%,80.65%,79.65%,70.14%,87.49%,90.43%,62.03%,NULL,80.12%,42.41%
2009-2-5,49.88%,NULL,84.8%,88.08%,47.38%,74.83%,NULL,99.78%,NULL,76.13%,84.73%,52.78%,NULL,NULL,82.96%,71.91%,100%,79.52%,79.15%,69.53%,86.83%,90.22%,62.03%,NULL,79.26%,42.41%
2009-2-6,49.58%,NULL,84.33%,87.71%,48.34%,73.98%,NULL,99.44%,NULL,75.92%,83.87%,52.25%,NULL,NULL,84.45%,71.59%,100%,79.3%,78.88%,68.85%,91.44%,91.52%,61.19%,NULL,79.23%,42.65%
2009-2-7,49.2%,NULL,83.89%,87.29%,49.13%,73.03%,NULL,99.5%,NULL,75.71%,82.98%,51.73%,NULL,NULL,85.74%,71.35%,100%,78.87%,78.76%,68.17%,98.92%,97.12%,60.7%,NULL,78.71%,43.13%
2009-2-8,48.9%,NULL,83.46%,86.65%,49.98%,72.31%,NULL,99.78%,NULL,75.5%,82.1%,51.24%,NULL,NULL,87.03%,71.11%,100%,78.54%,79.4%,67.57%,99.58%,96.78%,60.22%,NULL,78.17%,43.84%
2009-2-9,48.67%,NULL,82.94%,86.06%,50.93%,71.56%,NULL,99.72%,NULL,75.29%,81.22%,50.75%,NULL,NULL,87.03%,70.87%,100%,78.11%,79.6%,67.04%,98.47%,96.66%,59.73%,NULL,77.69%,44.45%
2009-2-10,48.37%,NULL,82.43%,85.47%,51.46%,70.78%,NULL,99.06%,NULL,75.08%,80.31%,50.19%,NULL,NULL,89.76%,70.58%,100%,77.9%,79.62%,66.52%,98.05%,96.55%,59.25%,NULL,77.21%,44.52%
2009-2-11,48.06%,NULL,81.95%,84.88%,51.63%,70%,NULL,98.78%,NULL,74.88%,79.44%,49.66%,NULL,NULL,90.99%,70.38%,100%,77.08%,79.5%,66.07%,97.6%,96.43%,58.76%,NULL,76.35%,44.96%
2009-2-12,47.76%,NULL,81.48%,84.38%,51.63%,69.08%,NULL,98.72%,NULL,74.68%,78.54%,49.1%,NULL,NULL,91.69%,70.14%,100%,71.25%,79.23%,65.32%,95.18%,95.97%,58.28%,NULL,75.02%,44.7%
2009-2-13,47.54%,NULL,80.98%,83.97%,51.63%,67.99%,NULL,98.89%,NULL,74.36%,77.62%,48.5%,NULL,100%,92.41%,69.94%,100%,69.57%,78.93%,64.8%,94.73%,95.27%,58.28%,NULL,76.38%,45.02%
2009-2-14,47.16%,NULL,80.47%,83.59%,51.89%,66.89%,NULL,98.89%,NULL,74.15%,77.32%,47.98%,NULL,NULL,93.12%,69.78%,100%,67.1%,78.56%,64.13%,93.65%,94.93%,57.43%,NULL,74.37%,44.7%
2009-2-15,46.94%,NULL,80.01%,83.19%,52.15%,65.81%,NULL,98.89%,NULL,73.99%,77.38%,47.45%,NULL,NULL,90.07%,69.58%,100%,66.42%,78.29%,63.62%,91.65%,94.81%,57.07%,NULL,73.81%,44.7%
2009-2-16,46.64%,NULL,79.47%,82.99%,52.41%,64.81%,NULL,98.83%,NULL,73.78%,76.79%,46.93%,NULL,NULL,86.14%,69.34%,100%,65.58%,77.94%,63.1%,89.67%,94.69%,56.7%,NULL,73.18%,45.28%
2009-2-17,46.34%,NULL,78.97%,82.59%,52.58%,63.81%,NULL,98.78%,NULL,73.47%,75.91%,46.4%,NULL,NULL,86.23%,69.1%,100%,64.43%,77.63%,62.37%,96.49%,94.58%,56.34%,NULL,72.59%,45.53%
2009-2-18,46.12%,NULL,78.5%,82.2%,52.75%,62.84%,NULL,99.06%,NULL,73.36%,75%,45.84%,NULL,NULL,86.94%,68.78%,100%,67.03%,77.31%,61.86%,98.92%,94.24%,55.86%,NULL,72.44%,45.66%
2009-2-19,45.82%,NULL,78.11%,82%,52.93%,61.9%,NULL,98.94%,NULL,73.06%,74.09%,45.26%,NULL,NULL,87.73%,68.94%,100%,65.7%,77.11%,61.21%,98.47%,93.91%,54.78%,NULL,71.8%,45.98%
2009-2-20,45.6%,NULL,77.65%,85.27%,53.27%,61.02%,NULL,98.89%,NULL,73.57%,73.19%,45%,NULL,NULL,88.54%,68.9%,100%,65.15%,76.99%,60.7%,99.36%,93.36%,55.01%,NULL,71.28%,45.66%
2009-2-21,45.37%,NULL,77.16%,87.93%,54.58%,60.38%,NULL,98.61%,NULL,73.88%,73.19%,44.93%,NULL,NULL,88.74%,68.74%,100%,64.52%,76.89%,60.2%,100%,93.13%,55.01%,NULL,70.77%,45.73%
2009-2-22,45.15%,NULL,76.67%,88.08%,55.18%,59.36%,NULL,98.94%,NULL,73.88%,73.22%,44.46%,NULL,NULL,84.06%,68.39%,100%,60.16%,76.67%,59.48%,100%,92.79%,54.28%,NULL,70.16%,45.85%
2009-2-23,44.85%,NULL,76.18%,88.08%,55.51%,58.45%,NULL,99.44%,NULL,73.78%,72.61%,43.99%,NULL,NULL,79.09%,68.15%,98.55%,63.12%,76.35%,58.9%,100%,92.68%,54.04%,NULL,69.13%,45.66%
2009-2-24,44.63%,NULL,75.69%,88.08%,55.96%,57.58%,NULL,99.56%,NULL,73.68%,71.69%,43.49%,NULL,NULL,78.3%,67.75%,97.11%,58.38%,76.01%,58.26%,100%,92.47%,1.96%,NULL,68.51%,45.21%
2009-2-25,44.34%,NULL,75.16%,87.93%,55.96%,56.64%,NULL,99.17%,NULL,73.47%,70.75%,42.91%,NULL,NULL,78.3%,67.44%,95.66%,59.33%,75.58%,57.77%,95.62%,92.35%,53.8%,NULL,67.92%,44.77%
2009-2-26,44.04%,NULL,74.63%,88.08%,55.96%,55.7%,NULL,99%,NULL,73.36%,69.8%,42.44%,NULL,100%,78.2%,67.17%,94.5%,58.69%,75.14%,57.34%,89.91%,91.47%,53.8%,NULL,67.48%,44.52%
2009-2-27,43.75%,NULL,74.14%,87.71%,55.87%,54.78%,NULL,98.83%,NULL,73.16%,68.9%,41.94%,NULL,NULL,78.9%,66.86%,93.2%,54.29%,74.73%,56.63%,87.49%,100%,53.68%,NULL,67.15%,43.85%
2009-2-28,43.53%,NULL,73.66%,87.29%,55.87%,53.87%,NULL,98.72%,NULL,72.95%,67.97%,41.4%,NULL,NULL,79.59%,66.62%,92.04%,53.26%,74.29%,56%,89.67%,90.9%,53.31%,NULL,66.22%,43.61%
2009-3-1,43.24%,NULL,73.18%,86.45%,55.78%,52.87%,NULL,99.33%,NULL,72.74%,67.01%,40.97%,NULL,NULL,80.08%,64.94%,90.74%,52.39%,73.86%,55.44%,93.86%,90.46%,53.31%,NULL,66.22%,42.84%
2009-3-2,42.94%,NULL,72.74%,85.66%,55.7%,51.87%,NULL,100%,NULL,71.79%,66.09%,40.5%,NULL,NULL,79.19%,64.68%,89.58%,51.58%,73.43%,54.88%,100%,90.24%,52.59%,NULL,65.79%,43.32%
2009-3-3,42.65%,NULL,72.26%,84.88%,55.78%,51%,NULL,99.78%,NULL,70.81%,65.12%,39.93%,NULL,NULL,78.1%,64.42%,88.28%,50.84%,73.02%,54.25%,100%,89.8%,51.71%,NULL,65.42%,43.08%
2009-3-4,42.36%,NULL,71.82%,83.78%,56.13%,50.1%,NULL,99.61%,NULL,69.76%,64.18%,39.33%,NULL,NULL,78.1%,64.17%,86.98%,49.48%,72.66%,53.69%,100%,89.35%,51.49%,NULL,64.88%,42.84%
2009-3-5,42.07%,NULL,71.38%,82.79%,56.22%,49.18%,NULL,99.22%,NULL,68.77%,63.22%,38.7%,NULL,NULL,78.01%,63.91%,85.82%,48.06%,72.26%,53.2%,100%,89.24%,51.38%,NULL,64.56%,42.41%
2009-3-6,41.64%,NULL,70.93%,84.17%,56.82%,48.55%,NULL,99.39%,NULL,68.45%,62.37%,38.4%,NULL,NULL,77.91%,63.62%,84.66%,47.48%,71.87%,52.65%,100%,88.57%,1.95%,NULL,64.22%,42.17%
2009-3-7,42.29%,NULL,71.56%,95.86%,58.99%,49.88%,NULL,99.44%,NULL,71.38%,62.1%,39.36%,NULL,NULL,77.72%,63.47%,86.11%,48.09%,72.16%,52.65%,100%,96.89%,50.83%,NULL,65.36%,41.58%
2009-3-8,43.31%,NULL,71.96%,90.14%,61.51%,53.16%,NULL,99.78%,NULL,75.61%,62.26%,41%,NULL,NULL,78.3%,63.36%,88.28%,50.7%,74.39%,52.17%,100%,89.02%,50.51%,NULL,68.63%,41.88%
2009-3-9,43.53%,NULL,71.67%,95.86%,63.94%,55.6%,NULL,100%,NULL,80.16%,62.34%,42.65%,NULL,NULL,77.53%,63.14%,88.71%,57.35%,75.41%,51.62%,100%,89.02%,50.51%,NULL,70.92%,42.41%
2009-3-10,43.46%,NULL,71.23%,89.26%,66.67%,59.28%,NULL,99.89%,NULL,87.04%,62.4%,43.99%,NULL,NULL,76.75%,62.96%,88.71%,58.96%,75.6%,51.14%,100%,87.91%,50.4%,NULL,72.56%,42.72%
2009-3-11,43.38%,NULL,70.79%,94.67%,68.9%,61.57%,NULL,99.61%,NULL,87.65%,62.45%,45.26%,NULL,NULL,75.99%,62.71%,88.71%,59.39%,75.26%,50.59%,100%,87.57%,50.29%,NULL,73.65%,43.01%
2009-3-12,43.09%,NULL,70.34%,97.18%,70.82%,62.68%,NULL,99.28%,NULL,87.42%,62.51%,46.63%,NULL,NULL,75.22%,62.42%,88.71%,59.42%,74.7%,49.91%,100%,87.25%,NULL,NULL,74.34%,43.68%
2009-3-13,42.8%,NULL,69.91%,98.52%,72.95%,63.48%,NULL,98.72%,NULL,86.92%,61.91%,47.41%,NULL,NULL,74.45%,62.13%,88.71%,59.02%,74.13%,49.37%,100%,86.57%,49.63%,NULL,74.77%,43.97%
2009-3-14,42.51%,NULL,69.45%,91.14%,75.18%,64.07%,NULL,98.83%,NULL,86.37%,60.93%,47.94%,NULL,NULL,76.56%,61.84%,88.71%,58.93%,73.52%,48.62%,99.58%,86.57%,49.3%,NULL,74.87%,44.84%
2009-3-15,42.22%,NULL,69.05%,91.14%,76.9%,64.68%,NULL,99.39%,NULL,85.7%,60%,48.43%,NULL,NULL,79.39%,61.62%,88.71%,59.08%,73.26%,48.09%,98.71%,86.25%,48.97%,NULL,74.9%,45.8%
2009-3-16,41.93%,NULL,68.58%,92.03%,78.71%,64.99%,NULL,99.33%,NULL,84.98%,59.04%,48.61%,NULL,NULL,82.07%,61.37%,88.71%,58.33%,73.09%,47.48%,96.28%,86.02%,48.64%,NULL,74.93%,46.37%
2009-3-17,41.64%,NULL,68.12%,92.46%,80.22%,65.18%,NULL,99%,NULL,84.2%,58.09%,48.77%,NULL,NULL,84.16%,61.16%,87.26%,57.76%,72.81%,47.02%,91.88%,85.24%,47.66%,NULL,74.83%,46.3%
2009-3-18,41.2%,NULL,67.65%,92.68%,81.14%,65.37%,NULL,98.78%,NULL,83.43%,57.11%,50.9%,NULL,NULL,85.93%,60.87%,86.11%,57.23%,72.49%,46.48%,85.93%,84.68%,47.22%,NULL,74.65%,46.62%
2009-3-19,40.91%,NULL,67.15%,92.68%,81.87%,65.5%,NULL,98.39%,NULL,82.54%,56.18%,50.81%,NULL,NULL,87.73%,60.55%,84.95%,56.9%,72.14%,45.95%,81.53%,84.47%,46.89%,NULL,74.4%,46.49%
2009-3-20,40.63%,NULL,66.58%,92.68%,82.54%,65.63%,NULL,98.39%,NULL,81.88%,55.19%,50.77%,NULL,NULL,89.66%,60.3%,83.65%,56.93%,71.78%,45.43%,80.22%,100%,46.45%,NULL,74.12%,46.17%
2009-3-21,40.55%,NULL,66.12%,92.46%,83.1%,65.68%,NULL,98.56%,NULL,81.06%,54.89%,50.61%,NULL,NULL,91.49%,60.06%,82.34%,56.46%,71.52%,44.77%,82.43%,83.91%,46.12%,NULL,73.84%,45.98%
2009-3-22,40.34%,NULL,65.63%,92.24%,83.89%,65.67%,NULL,98.94%,NULL,80.38%,54.81%,50.44%,NULL,NULL,89.05%,59.74%,82.34%,55.79%,71.09%,44.18%,85.06%,83.25%,45.68%,NULL,73.53%,45.8%
2009-3-23,39.98%,NULL,65.18%,92.89%,84.56%,65.68%,NULL,98.44%,NULL,79.83%,54.81%,50.23%,NULL,NULL,86.64%,59.46%,82.49%,54.74%,70.71%,43.79%,88.14%,83.25%,45.25%,NULL,73.21%,45.02%
2009-3-24,39.77%,NULL,64.69%,95.11%,85.46%,65.71%,NULL,98.44%,NULL,79.33%,54.24%,50.15%,NULL,NULL,83.46%,59.14%,82.49%,54.46%,70.67%,43.14%,94.73%,82.64%,44.81%,NULL,74.12%,44.52%
2009-3-25,39.55%,NULL,64.27%,98.3%,85.46%,66.2%,NULL,98.11%,NULL,79.83%,53.17%,50.61%,NULL,NULL,84.55%,58.83%,82.49%,54.46%,70.48%,42.49%,100%,82.64%,44.37%,NULL,75.05%,43.97%
2009-3-26,39.05%,NULL,63.78%,95.64%,85.35%,66.33%,NULL,97.89%,NULL,79.44%,52.21%,50.73%,NULL,NULL,86.53%,58.58%,82.49%,53.83%,70.1%,41.97%,100%,NULL,43.93%,NULL,75.3%,43.92%
2009-3-27,38.77%,NULL,63.33%,93.57%,85.35%,66.29%,NULL,98.17%,NULL,78.77%,51.26%,50.73%,NULL,NULL,88.43%,58.27%,81.33%,53.43%,69.7%,41.46%,100%,81.29%,43.49%,NULL,75.02%,44.28%
2009-3-28,38.49%,NULL,62.91%,89.91%,85.46%,66.18%,NULL,98.5%,NULL,78.22%,50.91%,50.69%,NULL,NULL,91.39%,57.96%,80.17%,53.23%,69.28%,40.88%,94.31%,81.09%,NULL,NULL,75.02%,45.48%
2009-3-29,38.2%,NULL,62.44%,93.35%,85.79%,66.31%,NULL,99.22%,NULL,78.77%,50.93%,51.06%,NULL,100%,89.96%,57.68%,78.87%,53.65%,69.16%,40.25%,92.99%,80.78%,42.18%,NULL,75.58%,46.05%
2009-3-30,38.13%,NULL,62.03%,94.67%,85.89%,68.85%,NULL,100%,NULL,81.27%,50.99%,51.97%,NULL,NULL,87.93%,57.37%,77.86%,53.97%,69.16%,39.74%,100%,NULL,NULL,NULL,76.09%,46.17%
2009-3-31,37.99%,NULL,61.62%,87.08%,86%,69.85%,NULL,99.94%,NULL,82.32%,50.99%,53.21%,NULL,NULL,85.93%,57.03%,76.7%,53.97%,68.97%,39.23%,100%,80.78%,NULL,NULL,76.25%,45.21%
2009-4-1,37.64%,NULL,99.82%,88.61%,86.11%,70.46%,NULL,99.67%,NULL,82.06%,50.44%,54.05%,NULL,NULL,83.86%,56.72%,76.7%,54.05%,69.09%,38.73%,100%,80.37%,41.43%,NULL,76.31%,38.3%
2009-4-2,37.22%,NULL,60.77%,89.26%,86.22%,70.87%,NULL,98.94%,NULL,81.76%,49.47%,54.49%,NULL,NULL,86.23%,56.48%,76.7%,50.16%,68.93%,38.23%,100%,79.86%,41.43%,NULL,76.35%,46.94%
2009-4-3,36.87%,NULL,60.23%,89.48%,86.45%,71.1%,NULL,98.72%,NULL,81.17%,49.15%,54.76%,NULL,NULL,89.46%,56.28%,76.7%,49.72%,68.6%,37.6%,98.71%,79.44%,39.36%,NULL,76.44%,47.07%
2009-4-4,36.59%,NULL,59.82%,89.7%,86.67%,71.26%,NULL,98.94%,NULL,80.72%,49.18%,54.98%,NULL,NULL,88.43%,56.04%,76.7%,49.02%,68.27%,37.05%,96.49%,79.14%,39.07%,NULL,76.57%,46.05%
2009-4-5,36.38%,NULL,59.35%,89.48%,86.79%,71.42%,NULL,99.83%,NULL,80.05%,49.18%,55.06%,NULL,NULL,86.73%,55.83%,76.7%,51.63%,67.48%,36.49%,86.83%,79.14%,NULL,NULL,76.25%,44.64%
2009-4-6,36.11%,NULL,58.89%,89.7%,87.01%,71.49%,NULL,99.78%,NULL,79.5%,49.2%,55.15%,NULL,NULL,84.85%,55.6%,76.7%,50.99%,67.09%,35.94%,80.66%,79.14%,38.48%,NULL,76.06%,42.96%
2009-4-7,35.9%,NULL,58.43%,89.48%,87.12%,71.54%,NULL,99.33%,NULL,78.99%,49.23%,55.2%,NULL,NULL,81.67%,55.36%,76.7%,50.41%,66.72%,35.51%,75.35%,NULL,38.18%,NULL,75.99%,42.48%
2009-4-8,35.69%,NULL,57.9%,88.83%,86.56%,72.44%,NULL,99.22%,NULL,79.1%,48.59%,55.86%,NULL,NULL,78.3%,55.05%,76.7%,50.38%,66.4%,34.84%,76.31%,77.28%,37.88%,NULL,75.64%,42.24%
2009-4-9,35.35%,NULL,57.37%,90.59%,86.45%,72.99%,NULL,99.22%,NULL,78.99%,47.61%,56.47%,NULL,NULL,79.39%,54.72%,76.7%,50.35%,66.04%,34.29%,76.31%,76.87%,37.59%,NULL,75.33%,41.4%
2009-4-10,35%,NULL,56.87%,91.14%,86.67%,73.22%,NULL,99.11%,NULL,78.55%,46.6%,56.7%,NULL,NULL,81.07%,54.45%,76.7%,50.11%,65.65%,33.75%,85.27%,76.46%,37.29%,NULL,75.12%,40.86%
2009-4-11,34.73%,NULL,56.35%,91.58%,87.12%,73.36%,NULL,98.89%,NULL,77.96%,45.61%,56.89%,NULL,NULL,82.87%,54.25%,75.4%,49.43%,65.17%,33.21%,88.8%,76.15%,37.29%,NULL,74.83%,40.2%
2009-4-12,34.39%,NULL,55.86%,91.58%,87.46%,73.48%,NULL,99.33%,NULL,77.45%,44.64%,56.98%,NULL,100%,85.54%,53.98%,74.1%,48.81%,64.77%,32.73%,91.23%,75.64%,NULL,NULL,74.46%,39.49%
2009-4-13,34.11%,NULL,55.28%,91.36%,87.68%,73.55%,NULL,99.94%,NULL,76.92%,43.6%,57.08%,NULL,NULL,88.33%,53.78%,72.65%,48.16%,64.47%,31.96%,92.54%,75.22%,36.7%,NULL,74.55%,38.83%
2009-4-14,34.45%,NULL,54.83%,92.46%,88.36%,74.29%,NULL,99.89%,NULL,77.77%,43.44%,58.15%,NULL,NULL,90.88%,53.55%,71.78%,47.87%,64.11%,31.49%,93.2%,74.82%,36.31%,NULL,75.64%,37.69%
2009-4-15,35.14%,NULL,54.29%,89.26%,88.69%,75.76%,NULL,99.61%,NULL,78.33%,43.46%,59.42%,NULL,NULL,89.25%,53.28%,70.62%,47.55%,63.73%,30.97%,92.99%,74.29%,35.91%,NULL,76.47%,36.84%
