,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2006-1-28,50.75%,NULL,3.13%,76.22%,74.47%,NULL,NULL,99.44%,NULL,51.18%,78.85%,43.92%,NULL,100%,52.53%,62.88%,91.75%,74.23%,91.99%,45.09%,100%,64.81%,NULL,NULL,90.25%,39.84%
2006-1-29,50.29%,NULL,81.38%,78.23%,75.27%,NULL,NULL,98.72%,NULL,51.1%,78.01%,43.62%,NULL,100%,53.54%,62.68%,91.75%,73.92%,91.78%,44.7%,100%,64.45%,NULL,NULL,89.93%,41.16%
2006-1-30,49.84%,NULL,80.95%,80.69%,76.39%,NULL,NULL,98.17%,NULL,51.34%,77.17%,43.85%,NULL,100%,54.63%,62.47%,91.75%,74.16%,91.72%,44.32%,100%,63.8%,NULL,NULL,89.97%,41.76%
2006-1-31,49.46%,NULL,80.51%,81.81%,77.29%,NULL,NULL,97.5%,NULL,51.34%,76.33%,43.95%,NULL,100%,55.81%,62.3%,91.75%,74.65%,91.62%,44%,97.72%,63.35%,NULL,NULL,89.79%,42.65%
2006-2-1,49.16%,NULL,80.08%,82.48%,78.6%,NULL,NULL,97.28%,NULL,51.34%,75.49%,43.92%,NULL,100%,56.64%,62.1%,91.75%,74.93%,91.2%,43.68%,97.01%,62.71%,NULL,NULL,89.51%,40.92%
2006-2-2,48.86%,NULL,79.65%,82.93%,79.51%,NULL,NULL,97.39%,NULL,51.26%,74.62%,43.75%,NULL,100%,57.66%,59.55%,91.75%,74.55%,90.54%,43.3%,95.37%,62.24%,NULL,NULL,89.26%,44.16%
2006-2-3,48.49%,NULL,79.21%,82.93%,80.34%,NULL,NULL,97.78%,NULL,51.1%,73.8%,43.49%,NULL,100%,58.41%,59.3%,91.75%,74.09%,89.78%,43.05%,91.51%,61.6%,NULL,NULL,88.98%,44.77%
2006-2-4,48.12%,NULL,78.76%,82.93%,80.43%,NULL,NULL,98%,NULL,50.87%,72.9%,43.28%,NULL,100%,59.34%,59.05%,91.75%,73.27%,89.1%,42.6%,100%,61.23%,NULL,NULL,88.64%,45.02%
2006-2-5,47.75%,NULL,78.35%,83.38%,80.13%,NULL,NULL,98.28%,NULL,50.71%,72.12%,43.08%,NULL,100%,60.08%,58.84%,91.75%,72.72%,88.73%,42.29%,100%,60.87%,NULL,NULL,88.36%,45.34%
2006-2-6,47.38%,NULL,77.91%,83.38%,79.51%,NULL,NULL,98.5%,NULL,50.48%,71.19%,42.91%,NULL,100%,61.09%,58.56%,91.75%,72.13%,88.6%,42.04%,100%,60.4%,NULL,NULL,88.36%,45.48%
2006-2-7,47.01%,NULL,77.46%,83.6%,79.12%,NULL,NULL,98.72%,NULL,50.33%,70.32%,42.58%,NULL,100%,61.91%,58.35%,91.75%,71.39%,88.6%,41.91%,100%,59.95%,NULL,NULL,88.36%,44.45%
2006-2-8,46.64%,NULL,76.97%,83.6%,78.5%,NULL,NULL,98.78%,NULL,50.09%,69.42%,42.18%,NULL,100%,63.19%,58.14%,91.75%,70.85%,88.08%,41.6%,95.6%,59.67%,NULL,NULL,87.26%,44.21%
2006-2-9,46.2%,NULL,76.52%,83.6%,78.11%,NULL,NULL,99%,NULL,49.86%,68.61%,41.61%,NULL,100%,64.56%,57.96%,91.75%,70.31%,87.61%,41.29%,91.27%,59.12%,NULL,NULL,86.68%,43.32%
2006-2-10,45.83%,NULL,76.1%,83.6%,77.5%,NULL,NULL,99.17%,NULL,49.55%,67.8%,40.97%,NULL,100%,65.76%,57.82%,90.3%,69.64%,86.68%,40.98%,89.86%,58.75%,NULL,NULL,86.34%,42.05%
2006-2-11,45.54%,NULL,75.7%,83.6%,76.79%,NULL,NULL,99.28%,NULL,49.31%,66.99%,40.33%,NULL,100%,66.94%,NULL,89%,68.84%,85.73%,40.67%,80.71%,58.38%,NULL,NULL,85.82%,40.92%
2006-2-12,45.1%,NULL,75.27%,83.6%,75.98%,NULL,NULL,99.28%,NULL,49%,66.26%,39.73%,NULL,100%,67.12%,57.65%,87.55%,67.65%,84.71%,40.29%,68.95%,58.01%,NULL,NULL,85.44%,39.91%
2006-2-13,44.74%,NULL,74.86%,83.6%,75.07%,NULL,NULL,99.28%,NULL,48.69%,65.51%,39.12%,NULL,100%,67.21%,57.27%,86.11%,66.64%,83.69%,39.92%,55.07%,57.83%,NULL,NULL,84.87%,39.01%
2006-2-14,44.38%,NULL,74.45%,83.86%,74.26%,NULL,NULL,99.28%,NULL,48.38%,64.72%,38.52%,NULL,100%,67.67%,57.06%,84.37%,66.12%,82.62%,39.55%,45.31%,57.64%,NULL,NULL,84.57%,48.05%
2006-2-15,44.02%,NULL,74.02%,83.86%,73.46%,NULL,NULL,99.28%,NULL,48.15%,63.89%,37.93%,NULL,100%,68.41%,56.92%,82.63%,64.8%,82.02%,39.19%,42.13%,57.46%,NULL,NULL,84.3%,36.16%
2006-2-16,43.66%,NULL,73.56%,83.86%,72.45%,NULL,NULL,99.72%,NULL,47.98%,63.13%,37.19%,NULL,100%,68.69%,56.78%,81.19%,63.85%,81.39%,38.82%,28.04%,100%,NULL,NULL,84.03%,34.85%
2006-2-17,43.3%,NULL,73.08%,83.86%,71.83%,NULL,NULL,99.89%,NULL,47.84%,62.35%,36.56%,NULL,100%,67.76%,56.61%,79.59%,63.03%,80.82%,38.57%,27.33%,56.36%,NULL,NULL,83.7%,33.79%
2006-2-18,42.87%,NULL,72.6%,83.6%,71.42%,NULL,NULL,99.78%,NULL,47.68%,61.54%,36.06%,NULL,100%,66.76%,56.41%,78%,61.93%,80.47%,38.27%,27.85%,55.99%,NULL,NULL,83.43%,33.28%
2006-2-19,42.51%,NULL,72.15%,86.78%,71.74%,NULL,NULL,100%,NULL,47.68%,60.73%,36.15%,NULL,100%,65.76%,56.23%,76.56%,60.88%,80.74%,37.9%,28.32%,56.12%,NULL,NULL,83.16%,43.2%
2006-2-20,42.15%,NULL,71.69%,89.7%,72.75%,NULL,NULL,99.89%,NULL,47.76%,59.87%,36%,NULL,100%,65.01%,56.06%,75.11%,60.48%,80.94%,37.54%,30.2%,55.36%,NULL,NULL,82.82%,32.99%
2006-2-21,41.73%,NULL,71.25%,91.29%,73.35%,NULL,NULL,99.83%,NULL,47.76%,59.07%,35.68%,NULL,100%,63.83%,55.93%,73.81%,59.42%,80.82%,37.18%,30.44%,55.08%,NULL,NULL,82.55%,33.73%
2006-2-22,41.37%,NULL,70.8%,92.88%,73.46%,NULL,NULL,99.94%,NULL,47.68%,58.31%,35.29%,NULL,100%,61.91%,55.72%,72.65%,58.63%,80.59%,36.81%,32.23%,54.72%,NULL,NULL,82.28%,34.24%
2006-2-23,40.95%,NULL,70.32%,93.14%,73.14%,NULL,NULL,NULL,NULL,47.6%,57.57%,34.73%,NULL,100%,59.89%,55.55%,71.49%,57.11%,80.32%,36.51%,NULL,54.36%,NULL,NULL,81.66%,34.97%
2006-2-24,40.6%,NULL,69.86%,93.14%,72.95%,NULL,NULL,100%,NULL,47.45%,56.64%,34.11%,NULL,100%,58.5%,55.35%,70.33%,56.79%,80.07%,36.15%,62.03%,53.99%,NULL,NULL,81.36%,35.42%
2006-2-25,40.25%,NULL,69.42%,93.14%,72.64%,NULL,NULL,99.94%,NULL,46.98%,55.66%,33.58%,NULL,100%,57.58%,55.14%,69.18%,54.77%,79.92%,35.79%,76.33%,53.63%,NULL,NULL,80.8%,46.53%
2006-2-26,39.83%,NULL,68.96%,93.41%,72.24%,NULL,NULL,99.94%,NULL,47.06%,54.67%,33.13%,NULL,100%,56.48%,54.97%,68.02%,53.77%,79.77%,35.5%,89.58%,53.26%,NULL,NULL,80.44%,37.06%
2006-2-27,39.48%,NULL,68.52%,94.47%,72.95%,NULL,NULL,100%,NULL,46.98%,53.68%,32.7%,NULL,100%,55.13%,54.77%,66.86%,52.66%,79.72%,35.14%,100%,53%,NULL,NULL,80.18%,37.51%
2006-2-28,39.06%,NULL,68.08%,93.67%,73.25%,NULL,NULL,99.83%,NULL,46.9%,52.68%,32.29%,NULL,100%,53.71%,54.57%,65.7%,51.74%,80.05%,34.84%,100%,52.7%,NULL,NULL,79.56%,37.91%
2006-3-1,38.72%,NULL,67.64%,95.53%,74.47%,NULL,NULL,100%,NULL,49.24%,51.67%,32.89%,NULL,100%,52.44%,54.37%,64.54%,51.32%,80.79%,34.61%,100%,52.26%,NULL,NULL,79.49%,38.14%
2006-3-2,38.3%,NULL,67.15%,96.33%,75.27%,NULL,NULL,99.61%,NULL,49.86%,50.63%,34.46%,NULL,100%,51.34%,54.16%,63.39%,52.07%,81.77%,34.25%,100%,51.9%,NULL,NULL,80.28%,38.42%
2006-3-3,37.96%,NULL,66.62%,98.18%,75.89%,NULL,NULL,99.5%,NULL,50.11%,49.62%,35.03%,NULL,100%,50.26%,54%,62.23%,52.61%,82.25%,33.9%,100%,51.81%,NULL,NULL,80.44%,38.53%
2006-3-4,37.69%,NULL,66.1%,95.79%,76.99%,NULL,NULL,99.44%,NULL,50.71%,48.59%,35.06%,NULL,100%,50.7%,53.8%,62.23%,51.99%,82.32%,33.49%,91.88%,51.81%,NULL,NULL,80.21%,38.59%
2006-3-5,37.28%,NULL,65.59%,93.14%,78%,NULL,NULL,99.67%,NULL,50.71%,47.55%,35.03%,NULL,100%,51.09%,53.56%,62.23%,52.02%,82.22%,33.14%,70.57%,51.81%,NULL,NULL,80.02%,39.25%
2006-3-6,36.93%,NULL,65.11%,91.82%,78.8%,NULL,NULL,99.67%,NULL,50.71%,46.51%,34.97%,NULL,100%,51.61%,53.4%,62.23%,51.35%,82%,32.79%,51.99%,51.81%,NULL,NULL,79.72%,39.84%
2006-3-7,36.6%,NULL,64.6%,91.55%,79.42%,NULL,NULL,99.33%,NULL,50.71%,45.5%,34.73%,NULL,100%,54.13%,53.17%,60.78%,51.35%,81.74%,32.38%,46.11%,51.71%,NULL,NULL,79.49%,40.2%
2006-3-8,36.19%,NULL,64.1%,91.02%,79.93%,NULL,NULL,99.44%,NULL,50.64%,44.42%,34.38%,NULL,100%,56.39%,52.97%,59.33%,51.29%,81.39%,32.09%,39.4%,50.9%,NULL,NULL,79.23%,39.13%
2006-3-9,35.92%,NULL,63.6%,90.23%,80.73%,NULL,NULL,99.5%,NULL,50.56%,43.47%,33.99%,NULL,100%,59.26%,52.74%,57.89%,50.38%,81.07%,31.69%,37.76%,50.26%,NULL,NULL,79.03%,38.77%
2006-3-10,35.65%,NULL,63.08%,89.43%,81.55%,NULL,NULL,99.61%,NULL,50.4%,42.58%,33.52%,NULL,100%,62.09%,52.54%,57.31%,50.25%,80.69%,31.4%,11.83%,49.36%,NULL,NULL,78.77%,38.07%
2006-3-11,35.45%,NULL,62.5%,88.64%,82.21%,NULL,NULL,99.78%,NULL,50.17%,41.67%,33.07%,NULL,100%,64.74%,52.38%,57.31%,50.19%,80.29%,31.06%,12.94%,49.08%,NULL,NULL,78.49%,36.49%
2006-3-12,35.25%,NULL,61.9%,89.95%,82.99%,NULL,NULL,99.89%,NULL,49.94%,40.76%,32.67%,NULL,94.07%,67.21%,52.25%,57.31%,49.21%,79.87%,30.71%,7.76%,48.18%,NULL,NULL,78.23%,33.56%
2006-3-13,34.98%,NULL,61.31%,87.05%,83.78%,NULL,NULL,99.28%,NULL,49.7%,39.83%,32.23%,NULL,91.85%,69.55%,52.02%,57.31%,49.1%,79.5%,30.43%,7.06%,47.26%,NULL,NULL,77.97%,33.21%
2006-3-14,34.78%,NULL,60.83%,86.78%,84.56%,NULL,NULL,98.5%,NULL,49.7%,38.92%,32.2%,NULL,90.74%,71.76%,51.79%,55.86%,48.97%,79.18%,30.15%,20%,46.49%,NULL,NULL,77.4%,34.01%
2006-3-15,34.65%,NULL,60.35%,86.51%,85.46%,NULL,NULL,97.06%,NULL,49.62%,37.99%,31.93%,NULL,90.37%,73.68%,51.56%,54.56%,47.95%,78.91%,29.75%,44.93%,45.72%,NULL,NULL,77.11%,34.4%
2006-3-16,34.51%,NULL,59.81%,85.99%,86.11%,NULL,NULL,96%,NULL,49.62%,37%,31.76%,NULL,90.74%,75.51%,51.46%,53.26%,47.84%,78.61%,29.36%,63.51%,45.72%,NULL,NULL,76.92%,34.24%
2006-3-17,34.18%,NULL,59.28%,85.45%,86.9%,NULL,NULL,96.06%,NULL,49.39%,36.17%,31.43%,NULL,91.48%,77.42%,51.27%,51.81%,47.71%,78.24%,29.42%,61.4%,45.72%,NULL,NULL,76.7%,34.52%
2006-3-18,33.92%,NULL,58.74%,84.92%,87.35%,NULL,NULL,96.44%,NULL,49.24%,35.05%,31.07%,NULL,87.41%,79.09%,51.07%,51.23%,46.73%,77.85%,29.47%,56.93%,45.72%,NULL,NULL,76.44%,34.07%
2006-3-19,33.65%,NULL,58.18%,83.86%,87.68%,NULL,NULL,96.78%,NULL,49.08%,34.1%,30.66%,NULL,93.7%,80.78%,50.85%,51.23%,46.6%,77.45%,29.59%,45.66%,45.72%,NULL,NULL,76.19%,33.44%
2006-3-20,33.33%,NULL,57.61%,82.71%,88.02%,NULL,NULL,96.94%,NULL,48.93%,33.09%,30.22%,NULL,94.81%,82.57%,50.62%,51.23%,46.52%,77.04%,29.7%,36.91%,45.72%,NULL,NULL,75.9%,32.83%
2006-3-21,33.06%,NULL,57.08%,88.64%,89.14%,NULL,NULL,95.78%,NULL,49%,32.98%,30.74%,NULL,95.93%,80.68%,50.4%,51.23%,46.52%,77.04%,29.75%,25.36%,45.72%,NULL,NULL,75.71%,32.34%
2006-3-22,32.74%,NULL,56.53%,94.21%,90.24%,NULL,NULL,94.39%,NULL,49.24%,33%,31.13%,NULL,97.04%,78.7%,50.2%,51.23%,45.72%,76.28%,29.81%,13.31%,45.72%,NULL,NULL,75.46%,31.96%
2006-3-23,32.48%,NULL,55.96%,95.79%,91.42%,NULL,NULL,93.36%,NULL,49.55%,33.02%,31.62%,NULL,97.78%,76.85%,49.98%,49.78%,45.79%,75.96%,29.87%,9.41%,45.72%,NULL,NULL,75.27%,31.59%
2006-3-24,32.35%,NULL,55.42%,90.49%,92.97%,NULL,NULL,94.06%,NULL,50.79%,33.05%,32.67%,NULL,99.26%,75.13%,49.75%,48.48%,46.42%,76.26%,30.03%,35.52%,45.72%,NULL,NULL,75.52%,31.36%
2006-3-25,32.22%,NULL,55.03%,89.96%,93.57%,NULL,NULL,94.44%,NULL,52.65%,33.09%,34.2%,NULL,100%,73.21%,49.53%,47.18%,46.6%,76.72%,30.26%,67.51%,NULL,NULL,NULL,77.02%,31.47%
2006-3-26,32.28%,NULL,54.74%,91.29%,94.52%,NULL,NULL,94.72%,NULL,53.91%,33.13%,35.62%,NULL,100%,71.38%,49.31%,45.88%,47.52%,76.6%,30.49%,99.27%,NULL,NULL,NULL,77.75%,31.91%
2006-3-27,32.67%,NULL,54.38%,93.14%,95.48%,NULL,NULL,95.17%,NULL,56.69%,33.23%,37.19%,NULL,97.41%,69.36%,49.08%,45.88%,48.4%,76.77%,30.6%,99.98%,NULL,NULL,NULL,78.87%,32.51%
2006-3-28,33.85%,NULL,53.91%,78.23%,96.07%,NULL,NULL,95.83%,NULL,77.25%,32.3%,38.89%,NULL,100%,71.67%,48.89%,46.02%,53.68%,78.09%,30.71%,100%,NULL,NULL,NULL,79.59%,33.56%
2006-3-29,33.98%,NULL,53.36%,90.23%,94.24%,NULL,NULL,96.17%,NULL,80.92%,31.39%,40.37%,NULL,100%,74.45%,48.64%,46.16%,56.2%,78.34%,30.77%,100%,NULL,NULL,NULL,79.1%,34.19%
2006-3-30,33.79%,NULL,52.82%,89.17%,92.36%,NULL,NULL,96.61%,NULL,82.42%,30.79%,41.44%,NULL,100%,75.7%,48.42%,46.16%,57.7%,78.36%,30.77%,100%,NULL,NULL,NULL,78.55%,34.85%
2006-3-31,33.52%,NULL,52.27%,91.29%,90.48%,NULL,NULL,97.06%,NULL,83.14%,30.62%,42.96%,NULL,100%,75.02%,48.16%,46.16%,58.63%,78.29%,30.83%,100%,NULL,NULL,NULL,78.04%,35.7%
2006-4-1,33.26%,NULL,51.74%,93.14%,91.07%,NULL,NULL,97.5%,NULL,83.63%,30.67%,44.29%,NULL,100%,72.92%,47.94%,46.16%,59.42%,78.12%,30.89%,97.39%,NULL,NULL,NULL,77.53%,38.77%
2006-4-2,33%,NULL,51.2%,93.94%,92.15%,NULL,NULL,97.83%,NULL,83.99%,30.71%,45.26%,NULL,100%,70.9%,47.72%,46.16%,59.39%,77.72%,30.89%,96.68%,NULL,NULL,NULL,76.98%,37.06%
2006-4-3,32.67%,NULL,50.69%,94.47%,92.97%,NULL,NULL,97.33%,NULL,84.35%,30.75%,46.03%,NULL,100%,68.69%,47.47%,46.16%,59.84%,77.26%,30.94%,91.65%,NULL,NULL,NULL,76.47%,37.46%
2006-4-4,32.35%,NULL,50.14%,94.73%,93.81%,NULL,NULL,97.56%,NULL,84.59%,29.77%,46.74%,NULL,100%,69.74%,47.25%,46.16%,60.24%,76.77%,31%,92%,NULL,NULL,NULL,75.87%,37.97%
2006-4-5,32.02%,NULL,49.58%,94.73%,94.41%,NULL,NULL,96.11%,NULL,84.71%,28.72%,47.21%,NULL,100%,71.38%,47.03%,46.16%,60.55%,76.55%,31.06%,92.47%,NULL,NULL,NULL,75.36%,38.42%
2006-4-6,31.77%,NULL,49.03%,94.47%,94.77%,NULL,NULL,94.39%,NULL,84.83%,27.71%,47.57%,NULL,100%,72.82%,46.82%,46.16%,60.36%,76.33%,31.11%,92.9%,NULL,NULL,NULL,74.83%,38.53%
2006-4-7,31.45%,NULL,48.51%,95.79%,94.88%,NULL,NULL,95.72%,NULL,85.07%,26.71%,48.01%,NULL,100%,75.51%,46.57%,46.16%,60.79%,76.01%,31.17%,92.83%,NULL,NULL,NULL,74.24%,38.95%
2006-4-8,31.19%,NULL,47.96%,95.53%,95.01%,NULL,NULL,NULL,NULL,85.07%,25.7%,48.13%,NULL,100%,78.1%,46.32%,46.16%,60.98%,75.72%,31.17%,NULL,44.48%,NULL,NULL,73.68%,39.13%
2006-4-9,30.81%,NULL,47.43%,94.73%,95.96%,NULL,NULL,NULL,NULL,85.07%,25.7%,48.24%,NULL,100%,76.85%,46.07%,46.16%,60.3%,75.41%,31.23%,NULL,43.95%,NULL,NULL,73.15%,39.01%
2006-4-10,30.5%,NULL,46.9%,87.31%,95.83%,NULL,NULL,96.5%,NULL,99.86%,25.72%,48.28%,NULL,100%,74.73%,45.76%,46.16%,60.45%,74.95%,31.23%,89.67%,43.33%,NULL,NULL,72.62%,39.01%
2006-4-11,30.31%,NULL,46.4%,50.44%,97.38%,NULL,NULL,96.67%,NULL,100%,25.82%,50.6%,NULL,100%,73.21%,45.49%,44.57%,64.74%,73.64%,31.29%,100%,43.02%,NULL,NULL,74.62%,38.95%
2006-4-12,30.12%,NULL,46.16%,65.05%,95.53%,NULL,NULL,97.06%,NULL,99.73%,24.83%,51.84%,NULL,100%,74.45%,45.27%,42.98%,67.1%,73%,31.34%,100%,42.55%,NULL,NULL,74.27%,39.31%
2006-4-13,29.81%,NULL,45.6%,68.63%,94.77%,NULL,NULL,97.17%,NULL,100%,23.76%,53.21%,NULL,100%,77.23%,44.97%,41.39%,68.38%,72.54%,31.46%,100%,41.93%,NULL,NULL,73.71%,38.77%
2006-4-14,29.74%,NULL,45.13%,69.74%,94.06%,NULL,NULL,97.44%,NULL,98.72%,23.34%,54.5%,NULL,100%,79.59%,44.69%,40.67%,68.41%,72.07%,31.69%,100%,41.64%,NULL,NULL,73.18%,38.77%
2006-4-15,29.5%,NULL,44.6%,81.36%,93.21%,NULL,NULL,98.22%,NULL,100%,23.37%,56.07%,NULL,100%,78.79%,44.45%,39.51%,69.7%,71.76%,31.74%,100%,41.09%,NULL,NULL,72.62%,39.31%
2006-4-16,29.99%,NULL,44.75%,68.4%,92.5%,NULL,NULL,99%,NULL,93.89%,23.71%,58.31%,NULL,100%,78.9%,44.18%,40.81%,72.54%,72.04%,32.09%,100%,42.17%,NULL,NULL,72.93%,40.44%
2006-4-17,30.56%,NULL,45.28%,62.59%,90.71%,NULL,NULL,98.72%,NULL,99.73%,24.17%,59.84%,NULL,100%,78.2%,44.03%,40.96%,76.09%,72.49%,32.15%,100%,42.41%,NULL,NULL,72.59%,41.04%
