,仁義潭水庫,劍潭水庫,南化水庫,大埔水庫,寶山水庫,寶山第二水庫,德基水庫,新山水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,澄清湖水庫,烏山頭水庫,牡丹水庫,白河水庫,石門水庫,翡翠水庫,蘭潭水庫,西勢水庫,鏡面水庫,阿公店水庫,霧社水庫,鯉魚潭水庫,鳳山水庫
2005-1-11,56.43%,NULL,100%,79.13%,77.4%,NULL,NULL,100%,NULL,93.16%,88.37%,78.73%,NULL,53.33%,71.47%,82.22%,89.58%,100%,95.39%,62.64%,100%,NULL,NULL,NULL,85.21%,33.06%
2005-1-12,55.9%,NULL,100%,79.8%,77.08%,NULL,NULL,100%,NULL,93.04%,88.4%,78.29%,NULL,54.26%,70.81%,81.93%,88.28%,100%,95.73%,61.68%,100%,NULL,NULL,NULL,84.91%,32.07%
2005-1-13,55.44%,NULL,100%,80.47%,76.9%,NULL,NULL,NULL,NULL,92.8%,88.44%,77.89%,NULL,54.81%,70.32%,81.65%,86.98%,100%,96.13%,60.72%,NULL,NULL,NULL,NULL,85.01%,31.36%
2005-1-14,55.06%,NULL,99.51%,83.38%,77.7%,NULL,NULL,100%,NULL,93.4%,88.47%,77.59%,NULL,55%,69.74%,81.36%,85.96%,100%,NULL,59.76%,100%,NULL,NULL,NULL,85.24%,30.99%
2005-1-15,54.6%,NULL,99.04%,84.92%,79.01%,NULL,NULL,100%,NULL,93.64%,88.47%,77.74%,NULL,55%,68.98%,81.12%,84.8%,100%,96.93%,58.72%,100%,7.32%,NULL,NULL,85.21%,30.67%
2005-1-16,54.22%,NULL,98.63%,82.93%,80.22%,NULL,NULL,99.56%,NULL,93.64%,88.49%,77.69%,NULL,55%,68.31%,80.79%,83.65%,100%,96.32%,57.49%,100%,7.28%,NULL,NULL,84.74%,30.62%
2005-1-17,53.84%,NULL,98.23%,79.8%,81.44%,NULL,NULL,98.78%,NULL,93.64%,88.52%,77.34%,NULL,55.19%,67.31%,80.5%,82.63%,100%,95.92%,56.8%,100%,7.2%,NULL,NULL,84.37%,30.57%
2005-1-18,53.53%,NULL,97.81%,78.91%,82.43%,NULL,NULL,98.28%,NULL,93.52%,87.89%,76.89%,NULL,55.93%,69.27%,80.17%,81.77%,100%,96.08%,56.12%,99.01%,7.4%,NULL,NULL,84.17%,30.34%
2005-1-19,53.08%,NULL,97.33%,80.25%,82.65%,NULL,NULL,98.17%,NULL,93.4%,87.05%,76.35%,NULL,56.67%,73.01%,79.84%,80.75%,100%,96.08%,55.57%,94.54%,7.4%,NULL,NULL,84.17%,30.45%
2005-1-20,52.7%,NULL,96.82%,81.14%,82.88%,NULL,NULL,98.22%,NULL,93.28%,86.24%,75.9%,NULL,56.85%,76.56%,79.52%,79.74%,100%,96%,55.16%,92.43%,7.36%,NULL,NULL,84.13%,30.83%
2005-1-21,52.32%,NULL,96.28%,81.81%,83.1%,NULL,NULL,98.28%,NULL,93.04%,85.46%,75.4%,NULL,56.67%,80.19%,79.19%,78.44%,100%,95.95%,54.68%,89.84%,7.28%,NULL,NULL,83.9%,31.1%
2005-1-22,51.86%,NULL,95.72%,82.71%,83.1%,NULL,NULL,98.17%,NULL,92.92%,84.62%,74.95%,NULL,56.11%,80.98%,78.9%,78.58%,100%,95.79%,54.4%,89.84%,7.28%,NULL,NULL,83.9%,31.91%
2005-1-23,51.55%,NULL,95.22%,83.6%,82.99%,NULL,NULL,98.56%,NULL,92.92%,83.84%,74.51%,NULL,55.93%,81.67%,78.66%,78.58%,100%,95.71%,53.99%,87.6%,7.32%,NULL,NULL,83.73%,32.67%
2005-1-24,51.25%,NULL,94.72%,84.92%,82.54%,NULL,NULL,98.78%,NULL,92.8%,83.03%,74.06%,NULL,55.56%,81.97%,78.33%,78.58%,100%,95.42%,53.78%,85.72%,7.32%,NULL,NULL,83.7%,33.16%
2005-1-25,50.79%,NULL,94.23%,85.72%,81.87%,NULL,NULL,98.78%,NULL,92.68%,82.19%,73.46%,NULL,55.37%,82.47%,78.04%,78.58%,100%,95.15%,53.51%,85.72%,7.32%,NULL,NULL,83.63%,33.33%
2005-1-26,50.43%,NULL,93.73%,85.99%,81.44%,NULL,NULL,99.39%,NULL,92.56%,81.34%,72.91%,NULL,55.56%,82.87%,77.73%,78.58%,100%,94.91%,53.17%,57.16%,7.36%,NULL,NULL,83.36%,33.84%
2005-1-27,50.06%,NULL,93.21%,86.25%,81.03%,NULL,NULL,99.89%,NULL,92.44%,80.56%,72.42%,NULL,55.37%,83.16%,77.42%,78.58%,100%,94.65%,52.89%,49.16%,7.36%,NULL,NULL,83.33%,34.4%
2005-1-28,49.7%,NULL,92.71%,86.51%,80.13%,NULL,NULL,100%,NULL,92.32%,79.75%,71.97%,NULL,55.37%,83.46%,77.12%,78.58%,100%,94.33%,52.41%,42.58%,7.36%,NULL,NULL,83.16%,34.69%
2005-1-29,49.33%,NULL,92.22%,86.51%,78.41%,NULL,NULL,100%,NULL,92.2%,78.94%,71.47%,NULL,55.37%,83.76%,76.81%,78.58%,100%,93.94%,52.07%,34.82%,7.32%,NULL,NULL,83.12%,35.15%
2005-1-30,48.89%,NULL,91.79%,86.78%,76.69%,NULL,NULL,100%,NULL,91.83%,78.16%,70.98%,NULL,55.37%,84.06%,76.5%,78.58%,100%,93.67%,51.72%,27.76%,7.32%,NULL,NULL,82.75%,36.38%
2005-1-31,48.45%,NULL,91.38%,87.05%,75.18%,NULL,NULL,100%,NULL,91.71%,77.44%,70.48%,NULL,54.81%,83.95%,76.19%,78.58%,100%,93.3%,51.31%,36.93%,7.32%,NULL,NULL,82.72%,37.24%
2005-2-1,48.09%,NULL,90.97%,87.58%,73.35%,NULL,NULL,99.94%,NULL,91.59%,76.51%,70.1%,NULL,52.96%,84.55%,75.89%,78.58%,100%,93.07%,51.04%,60.46%,7.32%,NULL,NULL,82.59%,37.85%
2005-2-2,47.65%,NULL,90.5%,87.84%,73.35%,NULL,NULL,99.39%,NULL,91.35%,75.7%,69.69%,NULL,56.3%,84.75%,75.54%,78.58%,100%,92.88%,50.7%,81.39%,7.24%,NULL,NULL,82.35%,39.01%
2005-2-3,47.36%,NULL,90%,88.64%,72.34%,NULL,NULL,99.06%,NULL,91.23%,75.64%,69.38%,NULL,55.93%,81.78%,75.19%,78.58%,100%,92.73%,50.42%,100%,7.24%,NULL,NULL,81.92%,39.49%
2005-2-4,47.07%,NULL,89.49%,88.9%,73.14%,NULL,NULL,98.67%,NULL,91.11%,75.67%,68.97%,NULL,55.37%,77.81%,74.89%,78.58%,100%,92.62%,50.08%,95.98%,7.24%,NULL,NULL,81.85%,39.49%
2005-2-5,46.65%,NULL,88.95%,89.7%,73.76%,NULL,NULL,97.89%,NULL,90.99%,75.22%,68.42%,NULL,49.26%,75.7%,74.58%,78.58%,100%,92.54%,49.74%,100%,7.24%,NULL,NULL,81.43%,40.03%
2005-2-6,46.34%,NULL,88.43%,89.96%,73.85%,NULL,NULL,97%,NULL,90.75%,74.28%,67.97%,NULL,55.19%,76.85%,74.23%,78.58%,100%,92.39%,49.49%,99.74%,7.24%,NULL,NULL,81.56%,40.03%
2005-2-7,45.97%,NULL,87.91%,89.96%,73.85%,NULL,NULL,96.28%,NULL,90.51%,73.44%,67.47%,NULL,55.74%,78.01%,73.89%,78.58%,100%,92.1%,49.11%,94.57%,7.24%,NULL,NULL,81.1%,40.2%
2005-2-8,45.68%,NULL,87.42%,89.96%,73.55%,NULL,NULL,95.61%,NULL,90.39%,72.6%,66.88%,NULL,55.93%,79%,73.58%,78.58%,100%,91.73%,48.8%,88.21%,7.24%,NULL,NULL,81.03%,40.44%
2005-2-9,45.31%,NULL,86.98%,89.96%,73.55%,NULL,NULL,95.72%,NULL,90.14%,71.7%,66.24%,NULL,57.22%,80.08%,73.23%,78.58%,100%,91.42%,48.42%,82.8%,7.15%,NULL,NULL,80.57%,40.8%
2005-2-10,45.02%,NULL,86.65%,89.96%,73.76%,NULL,NULL,96.28%,NULL,89.9%,70.8%,65.65%,NULL,57.96%,81.28%,72.89%,78.58%,100%,91.06%,48.1%,76.22%,7.15%,NULL,NULL,80.12%,41.58%
2005-2-11,44.73%,NULL,86.3%,90.49%,73.96%,NULL,NULL,97.5%,NULL,89.78%,69.87%,65.16%,NULL,57.78%,82.57%,72.54%,78.58%,100%,90.87%,47.85%,79.04%,7.15%,NULL,NULL,80.12%,42%
2005-2-12,44.44%,NULL,85.96%,91.55%,74.26%,NULL,NULL,98.28%,NULL,89.54%,69.01%,64.66%,NULL,57.59%,83.86%,72.2%,78.58%,100%,90.59%,47.54%,85.86%,7.15%,NULL,NULL,79.79%,41.52%
2005-2-13,44.14%,NULL,85.61%,92.08%,74.26%,NULL,NULL,98.78%,NULL,89.54%,68.23%,63.97%,NULL,57.78%,85.05%,71.85%,78.58%,100%,90.51%,47.22%,93.15%,7.15%,NULL,NULL,79.46%,40.92%
2005-2-14,43.78%,NULL,85.21%,92.35%,74.36%,NULL,NULL,99.22%,NULL,89.3%,67.45%,63.29%,NULL,56.48%,86.14%,71.5%,78.58%,100%,90.43%,46.91%,99.51%,7.15%,NULL,NULL,79.29%,40.2%
2005-2-15,43.49%,NULL,84.77%,92.61%,74.36%,NULL,NULL,99.22%,NULL,89.18%,66.67%,62.57%,NULL,56.48%,87.03%,71.2%,77.13%,100%,91.13%,46.59%,99.98%,7.15%,NULL,NULL,78.9%,38.35%
2005-2-16,43.14%,NULL,84.31%,92.35%,73.85%,NULL,NULL,99.11%,NULL,88.94%,65.91%,61.8%,NULL,56.67%,88.13%,70.89%,75.69%,100%,91.39%,46.28%,99.51%,7.15%,NULL,NULL,78.68%,NULL
2005-2-17,42.8%,NULL,83.82%,91.82%,73.05%,NULL,NULL,99.06%,NULL,88.7%,65.38%,61.04%,NULL,56.48%,86.04%,70.54%,74.24%,100%,91.37%,45.96%,97.39%,7.15%,NULL,NULL,78.33%,37.4%
2005-2-18,42.59%,NULL,83.35%,93.94%,72.84%,NULL,NULL,99.5%,NULL,89.66%,64.82%,61.09%,NULL,54.81%,84.06%,70.2%,73.08%,100%,91.29%,45.84%,98.09%,7.05%,NULL,NULL,78.04%,36.56%
2005-2-19,43.49%,NULL,82.91%,85.72%,73.76%,NULL,NULL,99.5%,NULL,94.5%,64.09%,62.29%,NULL,53.7%,83.36%,69.88%,72.36%,100%,91.73%,45.84%,100%,7.33%,NULL,NULL,79.66%,35.7%
2005-2-20,43.83%,NULL,82.59%,85.99%,75.27%,NULL,NULL,99.39%,NULL,99.1%,63.38%,63.48%,NULL,53.33%,83.36%,69.59%,71.49%,100%,93.12%,45.52%,100%,7.33%,NULL,NULL,81.46%,34.92%
2005-2-21,44.22%,NULL,82.43%,84.66%,76.39%,NULL,NULL,99.28%,NULL,100%,61.6%,64.66%,NULL,55.37%,83.65%,69.34%,70.19%,100%,94.99%,45.4%,100%,7.33%,NULL,NULL,81.53%,34.12%
2005-2-22,44.36%,NULL,82.39%,85.72%,77.61%,NULL,NULL,99.5%,NULL,100%,62.02%,66.2%,NULL,55.37%,84.06%,69.01%,69.03%,100%,96.03%,45.08%,100%,7.03%,NULL,NULL,81.2%,34.47%
2005-2-23,44.58%,NULL,82.15%,79.35%,78.62%,NULL,NULL,99.28%,NULL,100%,61.36%,67.38%,NULL,55.37%,84.06%,68.65%,67.44%,100%,96.4%,44.77%,100%,7.03%,NULL,NULL,80.84%,35.42%
2005-2-24,44.44%,NULL,81.75%,77.79%,79.21%,NULL,NULL,99.44%,NULL,100%,60.71%,68.88%,NULL,53.89%,84.55%,68.25%,66.28%,100%,95.73%,44.39%,98.57%,7.03%,NULL,NULL,80.44%,36.05%
2005-2-25,44.29%,NULL,81.33%,14.59%,80.52%,NULL,NULL,99.94%,NULL,100%,60.76%,70.38%,NULL,51.48%,80.78%,67.93%,65.56%,100%,94.94%,44.01%,100%,7.03%,NULL,NULL,82.89%,37.06%
2005-2-26,44.36%,NULL,80.82%,51.15%,80.93%,NULL,NULL,100%,NULL,100%,60.83%,72.37%,NULL,51.11%,77.23%,67.6%,65.12%,100%,96.45%,43.76%,100%,7.44%,NULL,NULL,82.82%,38.07%
2005-2-27,44.44%,NULL,80.71%,82.26%,82.54%,NULL,NULL,100%,NULL,100%,60.88%,74.06%,NULL,50.74%,75.32%,67.28%,65.41%,100%,97.41%,43.51%,100%,8.58%,NULL,NULL,82.79%,37.97%
2005-2-28,44.36%,NULL,80.44%,52.39%,84.77%,NULL,NULL,99.94%,NULL,100%,60.93%,73.96%,NULL,51.48%,73.59%,66.95%,65.56%,100%,96.05%,43.19%,100%,8.74%,NULL,NULL,82.89%,37.46%
2005-3-1,44.36%,NULL,80.17%,57.88%,86.56%,NULL,NULL,99.89%,NULL,100%,60.98%,73.51%,NULL,52.41%,71.95%,66.63%,65.7%,100%,95.12%,42.88%,100%,8.74%,NULL,NULL,82.82%,36.94%
2005-3-2,44.36%,NULL,79.78%,84.13%,87.79%,NULL,NULL,100%,NULL,100%,61.06%,74.21%,NULL,52.96%,69.84%,66.3%,65.12%,100%,95.84%,42.44%,100%,8.79%,NULL,NULL,82.75%,36.26%
2005-3-3,44.44%,NULL,79.35%,66.62%,91.31%,NULL,NULL,99.94%,NULL,100%,61.14%,74.61%,NULL,53.15%,67.49%,65.98%,65.99%,100%,96.59%,42.12%,100%,8.79%,NULL,NULL,84%,35.82%
2005-3-4,44.8%,NULL,79.62%,56.64%,92.75%,NULL,NULL,99.83%,NULL,100%,61.24%,74.26%,NULL,53.33%,65.21%,65.61%,66.14%,100%,97.2%,41.87%,100%,8.74%,NULL,NULL,84.5%,36.26%
2005-3-5,45.31%,NULL,79.97%,82.25%,92.86%,NULL,NULL,99.5%,NULL,100%,61.03%,75.1%,NULL,53.89%,64.56%,65.43%,65.56%,100%,97.15%,41.56%,100%,8.85%,NULL,NULL,84.37%,36.84%
2005-3-6,45.75%,NULL,80.32%,94.21%,92.75%,NULL,NULL,99.83%,NULL,100%,60.63%,76.15%,NULL,55%,65.48%,65.04%,64.98%,100%,96.4%,41.18%,99.58%,8.9%,NULL,NULL,84%,37.4%
2005-3-7,46.04%,NULL,80.36%,88.9%,92.62%,NULL,NULL,100%,NULL,100%,60.05%,77.32%,NULL,55.19%,66.94%,64.64%,64.25%,100%,95.31%,40.8%,84.17%,8.9%,NULL,NULL,83.56%,38.83%
2005-3-8,45.9%,NULL,80.32%,85.72%,92.26%,NULL,NULL,100%,NULL,100%,59.32%,78.64%,NULL,55.74%,68.13%,64.24%,63.1%,100%,94.12%,40.86%,84.17%,8.96%,NULL,NULL,83.12%,38.83%
2005-3-9,45.68%,NULL,80.09%,85.72%,92.5%,NULL,NULL,NULL,NULL,100%,58.53%,79.97%,NULL,56.11%,69.93%,63.31%,62.23%,100%,92.73%,40.99%,NULL,9.12%,NULL,NULL,82.72%,39.37%
2005-3-10,45.24%,NULL,79.7%,84.66%,92.75%,NULL,NULL,100%,NULL,100%,57.75%,81.26%,NULL,56.85%,71.76%,63.63%,61.51%,100%,91.89%,41.05%,76.81%,9.17%,NULL,NULL,82.28%,39.43%
2005-3-11,44.95%,NULL,79.31%,83.86%,93.21%,NULL,NULL,100%,NULL,100%,56.99%,82.51%,NULL,56.48%,73.4%,63.3%,60.93%,100%,91.19%,41.24%,76.81%,9.22%,NULL,NULL,81.82%,39.6%
2005-3-12,44.73%,NULL,79.04%,86.78%,93.7%,NULL,NULL,100%,NULL,100%,NULL,83.71%,NULL,56.48%,75.22%,62.95%,59.91%,100%,90.74%,41.37%,70.69%,9.13%,NULL,NULL,81.43%,39.72%
2005-3-13,44.66%,NULL,78.81%,76.67%,94.88%,NULL,NULL,100%,NULL,100%,55.28%,85.08%,NULL,56.11%,77.33%,62.95%,60.35%,100%,90.67%,41.56%,100%,8.9%,NULL,NULL,81.26%,39.96%
2005-3-14,44.73%,NULL,79.08%,84.92%,95.01%,NULL,NULL,100%,NULL,100%,54.47%,85.96%,NULL,56.48%,79%,62.27%,60.93%,100%,90.87%,7.32%,100%,NULL,NULL,NULL,81.03%,40.92%
2005-3-15,44.66%,NULL,79.04%,88.9%,95.12%,NULL,NULL,99.56%,NULL,100%,53.59%,87.1%,NULL,56.67%,80.88%,61.93%,60.93%,100%,90.43%,41.87%,100%,NULL,NULL,NULL,80.61%,39.84%
2005-3-16,44.51%,NULL,78.73%,87.31%,95.12%,NULL,NULL,98.72%,NULL,100%,52.8%,88.31%,NULL,57.22%,82.17%,61.62%,60.93%,100%,89.86%,41.93%,99.04%,9.32%,NULL,NULL,80.25%,39.96%
2005-3-17,44.22%,NULL,78.31%,94.21%,95.23%,NULL,NULL,98.67%,NULL,100%,51.89%,88.91%,NULL,57.41%,84.16%,NULL,60.93%,100%,NULL,42%,96.92%,9.49%,NULL,NULL,79.89%,40.27%
2005-3-18,43.92%,NULL,77.96%,92.35%,95.36%,NULL,NULL,99%,NULL,100%,51.03%,89.4%,NULL,57.22%,85.93%,NULL,59.62%,100%,NULL,42.12%,91.86%,9.38%,NULL,NULL,80.77%,40.27%
2005-3-19,43.63%,NULL,77.58%,89.96%,95.48%,NULL,NULL,99.56%,NULL,100%,50.2%,89.67%,NULL,57.04%,88.85%,NULL,58.47%,100%,NULL,42.25%,83.51%,9.38%,NULL,NULL,82.22%,40.44%
2005-3-20,43.28%,NULL,77.43%,83.86%,95.61%,NULL,NULL,99.72%,NULL,100%,49.37%,89.56%,NULL,56.11%,91.49%,NULL,57.45%,100%,NULL,42.31%,74.34%,9.38%,NULL,NULL,83.59%,40.75%
2005-3-21,43%,NULL,77.28%,85.19%,95.72%,NULL,NULL,99.89%,NULL,100%,48.48%,89.5%,NULL,55.37%,94.14%,NULL,56.44%,100%,NULL,42.31%,65.11%,9.38%,NULL,NULL,84.97%,41.34%
2005-3-22,42.66%,NULL,77.12%,86.25%,95.83%,NULL,NULL,99.94%,NULL,100%,47.95%,89.78%,NULL,54.63%,95.67%,NULL,55.86%,100%,NULL,42.44%,58.34%,9.54%,NULL,NULL,85.85%,41.52%
2005-3-23,42.38%,NULL,76.86%,14.55%,96.67%,NULL,NULL,100%,NULL,100%,48%,90.11%,NULL,53.52%,94.04%,59.3%,56.15%,100%,86.11%,42.69%,52.22%,9.65%,NULL,NULL,86.85%,41.64%
2005-3-24,42.11%,NULL,76.63%,86.78%,97.03%,NULL,NULL,NULL,NULL,96.65%,48.05%,89.94%,NULL,53.15%,92.31%,58.96%,56.15%,100%,85.86%,42.75%,NULL,9.32%,NULL,NULL,88.26%,41.76%
2005-3-25,41.76%,NULL,76.41%,84.66%,97.38%,NULL,NULL,99.5%,NULL,100%,NULL,90.65%,NULL,52.78%,90.47%,58.62%,56.15%,100%,85.48%,42.88%,39.71%,5.45%,NULL,NULL,89.3%,42.48%
2005-3-26,41.35%,NULL,76.1%,86.51%,97.51%,NULL,NULL,99%,NULL,100%,48.15%,91.2%,NULL,52.78%,88.94%,58.28%,55.14%,100%,85.07%,43%,26.02%,3.82%,NULL,NULL,90.21%,42.6%
2005-3-27,40.79%,NULL,75.77%,88.37%,97.74%,NULL,NULL,99%,NULL,100%,48.2%,91.66%,NULL,52.59%,86.83%,57.94%,54.12%,100%,84.67%,43%,18.02%,NULL,NULL,NULL,91.06%,42.6%
2005-3-28,40.38%,NULL,76.63%,91.02%,97.87%,NULL,NULL,99%,NULL,100%,48.31%,91.43%,NULL,52.59%,85.35%,57.6%,53.98%,100%,84.24%,43.13%,18.02%,4.07%,NULL,NULL,91.97%,43.08%
2005-3-29,40.1%,NULL,76.94%,92.61%,97.87%,NULL,NULL,99.22%,NULL,100%,47.57%,91.55%,NULL,52.78%,87.24%,57.23%,53.98%,100%,83.83%,43.38%,NULL,3.98%,NULL,NULL,92.97%,43.61%
2005-3-30,39.96%,NULL,77.12%,74.21%,98.34%,NULL,NULL,99.61%,NULL,100%,NULL,91.43%,NULL,45.19%,90.16%,56.92%,54.56%,100%,83.83%,43.51%,18.14%,3.98%,NULL,NULL,94.69%,43.32%
2005-3-31,42.8%,NULL,78.11%,87.58%,98.09%,NULL,NULL,99.56%,NULL,100%,NULL,90.92%,NULL,52.41%,93.23%,56.58%,58.61%,100%,84.19%,43.89%,40.7%,3.98%,NULL,NULL,96.43%,42.65%
2005-4-1,46.55%,NULL,78.46%,80.02%,97.63%,NULL,NULL,99.28%,NULL,100%,47.3%,90.38%,NULL,52.22%,93.93%,56.24%,62.52%,100%,84.67%,44.2%,71.91%,13.33%,NULL,NULL,96.46%,41.76%
2005-4-2,48.75%,NULL,78.42%,89.17%,96.79%,NULL,NULL,99.11%,NULL,100%,48%,89.73%,NULL,51.85%,93.33%,55.89%,64.25%,100%,84.72%,44.51%,72.27%,2.36%,NULL,NULL,96.17%,41.4%
2005-4-3,49.99%,NULL,78.08%,87.58%,96.19%,NULL,NULL,99.11%,NULL,100%,48.53%,89.23%,NULL,51.67%,92.72%,55.57%,64.98%,100%,84.61%,44.51%,78.48%,2.36%,NULL,NULL,95.77%,40.86%
2005-4-4,50.72%,NULL,78.35%,87.04%,95.72%,NULL,NULL,99%,NULL,100%,48.89%,90.22%,NULL,51.85%,92.11%,55.25%,65.41%,100%,84.39%,44.64%,78.66%,NULL,NULL,NULL,95.41%,40.32%
2005-4-5,51.25%,NULL,78.54%,85.45%,95.61%,NULL,NULL,98.5%,NULL,100%,49.22%,90.49%,NULL,52.41%,91.49%,54.89%,65.56%,100%,84.06%,44.7%,70.57%,NULL,NULL,NULL,96.21%,39.91%
2005-4-6,51.55%,NULL,78.58%,86.51%,95.83%,NULL,NULL,98%,NULL,100%,49.52%,90.87%,NULL,51.85%,90.78%,54.54%,65.7%,100%,83.71%,44.77%,61.16%,NULL,NULL,NULL,97.9%,39.01%
2005-4-7,51.71%,NULL,78.62%,89.17%,95.96%,NULL,NULL,97.61%,NULL,100%,49.72%,91.03%,NULL,51.67%,88.02%,54.19%,64.98%,100%,83.3%,44.83%,46.58%,NULL,NULL,NULL,99.49%,38.65%
2005-4-8,51.71%,NULL,78.58%,91.29%,96.19%,NULL,NULL,97.44%,NULL,100%,49.95%,90.92%,NULL,51.67%,85.15%,53.87%,64.25%,100%,82.9%,44.77%,41.59%,NULL,NULL,NULL,100%,38.3%
2005-4-9,51.63%,NULL,78.5%,91.29%,96.07%,NULL,NULL,97.5%,NULL,100%,50.15%,91.2%,NULL,51.67%,82.17%,53.52%,63.24%,100%,82.45%,44.83%,35.87%,NULL,NULL,NULL,100%,37.85%
2005-4-10,51.48%,NULL,78.46%,94.47%,95.96%,NULL,NULL,97.61%,NULL,100%,50.3%,91.43%,NULL,51.48%,79.19%,53.19%,62.23%,100%,82%,44.89%,35.69%,NULL,NULL,NULL,100%,37.06%
2005-4-11,51.25%,NULL,78.42%,95.26%,95.83%,NULL,NULL,97.78%,NULL,100%,50.45%,91.78%,NULL,51.48%,76.18%,52.87%,61.36%,100%,81.55%,45.08%,35.87%,NULL,NULL,NULL,100%,36.26%
2005-4-12,50.94%,NULL,78.39%,96.33%,95.72%,NULL,NULL,98%,NULL,100%,49.67%,91.55%,NULL,51.67%,77.13%,52.52%,60.35%,100%,81.06%,45.21%,36.86%,NULL,NULL,NULL,100%,35.93%
2005-4-13,50.72%,NULL,78.31%,93.41%,96.07%,NULL,NULL,97.78%,NULL,100%,48.89%,91.26%,NULL,51.48%,78.6%,52.14%,60.35%,100%,80.66%,45.08%,100%,NULL,NULL,NULL,100%,36.26%
2005-4-14,50.65%,NULL,78.27%,88.37%,96.07%,NULL,NULL,97.39%,NULL,100%,48.18%,90.98%,NULL,50.93%,79.69%,51.78%,60.49%,100%,80.29%,44.77%,38.58%,NULL,NULL,NULL,100%,36.84%
2005-4-15,50.5%,NULL,78.31%,87.04%,95.96%,NULL,NULL,97.61%,NULL,100%,47.32%,91.2%,NULL,50.19%,81.18%,51.46%,60.78%,100%,79.89%,44.39%,37.97%,NULL,NULL,NULL,100%,37.01%
2005-4-16,50.3%,NULL,78.11%,87.58%,95.96%,NULL,NULL,97.61%,NULL,100%,46.44%,91.32%,NULL,46.67%,82.77%,51.14%,60.93%,100%,79.47%,44.07%,38.09%,NULL,NULL,NULL,100%,37.24%
2005-4-17,50.3%,NULL,77.92%,87.84%,95.61%,NULL,NULL,97.67%,NULL,100%,45.58%,91.6%,NULL,44.63%,85.44%,50.82%,60.93%,100%,79.1%,43.7%,36.2%,NULL,NULL,NULL,100%,37.62%
2005-4-18,50.21%,NULL,77.65%,88.11%,95.01%,NULL,NULL,97.61%,NULL,99.73%,44.72%,91.26%,NULL,42.41%,87.93%,50.44%,61.07%,100%,78.61%,43.44%,35.8%,NULL,NULL,NULL,100%,37.74%
2005-4-19,49.84%,NULL,77.2%,88.37%,94.77%,NULL,NULL,97.44%,NULL,98.84%,44.13%,91.2%,NULL,42.22%,89.86%,50.05%,61.07%,100%,78.14%,43.32%,35.43%,NULL,NULL,NULL,100%,38.07%
